Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
SURVEY,2018,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,104640000.00,
SURVEY,2018,YEAR - AUG FORECAST,,STATE,ILLINOIS,17,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,694400000.00,
SURVEY,2018,YEAR - AUG FORECAST,,STATE,INDIANA,18,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,358440000.00,
SURVEY,2018,YEAR - AUG FORECAST,,STATE,IOWA,19,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,580560000.00,
SURVEY,2018,YEAR - AUG FORECAST,,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,173160000.00,
SURVEY,2018,YEAR - AUG FORECAST,,STATE,MICHIGAN,26,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,105340000.00,
SURVEY,2018,YEAR - AUG FORECAST,,STATE,MINNESOTA,27,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,379260000.00,
SURVEY,2018,YEAR - AUG FORECAST,,STATE,MISSOURI,29,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,257850000.00,
SURVEY,2018,YEAR - AUG FORECAST,,STATE,NEBRASKA,31,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,332450000.00,
SURVEY,2018,YEAR - AUG FORECAST,,STATE,NORTH DAKOTA,38,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,248900000.00,
SURVEY,2018,YEAR - AUG FORECAST,,STATE,OHIO,39,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,276640000.00,
SURVEY,2018,YEAR - AUG FORECAST,,STATE,SOUTH DAKOTA,46,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,277340000.00,
SURVEY,2018,YEAR - AUG FORECAST,,STATE,WISCONSIN,55,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,114500000.00,
SURVEY,2018,YEAR - NOV FORECAST,,STATE,ILLINOIS,17,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,688000000.00,
SURVEY,2018,YEAR - NOV FORECAST,,STATE,INDIANA,18,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,355800000.00,
SURVEY,2018,YEAR - NOV FORECAST,,STATE,IOWA,19,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,576520000.00,
SURVEY,2018,YEAR - NOV FORECAST,,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,197820000.00,
SURVEY,2018,YEAR - NOV FORECAST,,STATE,MICHIGAN,26,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,109920000.00,
SURVEY,2018,YEAR - NOV FORECAST,,STATE,MINNESOTA,27,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,385500000.00,
SURVEY,2018,YEAR - NOV FORECAST,,STATE,MISSOURI,29,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,265880000.00,
SURVEY,2018,YEAR - NOV FORECAST,,STATE,NEBRASKA,31,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,344650000.00,
SURVEY,2018,YEAR - NOV FORECAST,,STATE,NORTH DAKOTA,38,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,246600000.00,
SURVEY,2018,YEAR - NOV FORECAST,,STATE,OHIO,39,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,294410000.00,
SURVEY,2018,YEAR - NOV FORECAST,,STATE,SOUTH DAKOTA,46,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,274890000.00,
SURVEY,2018,YEAR - NOV FORECAST,,STATE,WISCONSIN,55,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,107310000.00,
SURVEY,2018,YEAR - OCT FORECAST,,STATE,ILLINOIS,17,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,709500000.00,
SURVEY,2018,YEAR - OCT FORECAST,,STATE,INDIANA,18,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,355800000.00,
SURVEY,2018,YEAR - OCT FORECAST,,STATE,IOWA,19,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,606340000.00,
SURVEY,2018,YEAR - OCT FORECAST,,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,197820000.00,
SURVEY,2018,YEAR - OCT FORECAST,,STATE,MICHIGAN,26,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,112210000.00,
SURVEY,2018,YEAR - OCT FORECAST,,STATE,MINNESOTA,27,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,385500000.00,
SURVEY,2018,YEAR - OCT FORECAST,,STATE,MISSOURI,29,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,277440000.00,
SURVEY,2018,YEAR - OCT FORECAST,,STATE,NEBRASKA,31,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,350300000.00,
SURVEY,2018,YEAR - OCT FORECAST,,STATE,NORTH DAKOTA,38,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,246600000.00,
SURVEY,2018,YEAR - OCT FORECAST,,STATE,OHIO,39,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,299400000.00,
SURVEY,2018,YEAR - OCT FORECAST,,STATE,SOUTH DAKOTA,46,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,280500000.00,
SURVEY,2018,YEAR - OCT FORECAST,,STATE,WISCONSIN,55,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,109500000.00,
SURVEY,2018,YEAR - SEP FORECAST,,STATE,ILLINOIS,17,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,716100000.00,
SURVEY,2018,YEAR - SEP FORECAST,,STATE,INDIANA,18,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,370800000.00,
SURVEY,2018,YEAR - SEP FORECAST,,STATE,IOWA,19,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,590400000.00,
SURVEY,2018,YEAR - SEP FORECAST,,STATE,KANSAS,20,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,197210000.00,
SURVEY,2018,YEAR - SEP FORECAST,,STATE,MICHIGAN,26,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,112210000.00,
SURVEY,2018,YEAR - SEP FORECAST,,STATE,MINNESOTA,27,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,387000000.00,
SURVEY,2018,YEAR - SEP FORECAST,,STATE,MISSOURI,29,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,269310000.00,
SURVEY,2018,YEAR - SEP FORECAST,,STATE,NEBRASKA,31,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,337900000.00,
SURVEY,2018,YEAR - SEP FORECAST,,STATE,NORTH DAKOTA,38,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,235800000.00,
SURVEY,2018,YEAR - SEP FORECAST,,STATE,OHIO,39,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,286520000.00,
SURVEY,2018,YEAR - SEP FORECAST,,STATE,SOUTH DAKOTA,46,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,277340000.00,
SURVEY,2018,YEAR - SEP FORECAST,,STATE,WISCONSIN,55,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,114500000.00,
CENSUS,2017,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",190554285.00,4.7
CENSUS,2017,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",AREA HARVESTED,"AREA HARVESTED: (1,000 TO 1,999 ACRES)",121331944.00,7
CENSUS,2017,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",AREA HARVESTED,AREA HARVESTED: (1.0 TO 14.9 ACRES),970723.00,10
CENSUS,2017,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),75875603.00,4
CENSUS,2017,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",AREA HARVESTED,AREA HARVESTED: (15.0 TO 24.9 ACRES),1930185.00,12.1
CENSUS,2017,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",AREA HARVESTED,"AREA HARVESTED: (2,000 TO 2,999 ACRES)",37530987.00,6.1
CENSUS,2017,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",AREA HARVESTED,AREA HARVESTED: (25.0 TO 49.9 ACRES),7723935.00,4.9
CENSUS,2017,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),124275238.00,2.3
CENSUS,2017,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",AREA HARVESTED,"AREA HARVESTED: (3,000 TO 4,999 ACRES)",19570016.00,8.6
CENSUS,2017,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",AREA HARVESTED,"AREA HARVESTED: (5,000 OR MORE ACRES)",12121338.00,12.5
CENSUS,2017,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",AREA HARVESTED,AREA HARVESTED: (50.0 TO 99.9 ACRES),22995444.00,3.9
CENSUS,2017,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),175583062.00,3.8
CENSUS,2017,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",AREA OPERATED,"AREA OPERATED: (1,000 TO 1,999 ACRES)",175499538.00,1.8
CENSUS,2017,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",AREA OPERATED,AREA OPERATED: (1.0 TO 9.9 ACRES),118249.00,38.4
CENSUS,2017,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",AREA OPERATED,AREA OPERATED: (10.0 TO 49.9 ACRES),2779318.00,9.5
CENSUS,2017,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",AREA OPERATED,AREA OPERATED: (100 TO 139 ACRES),6237906.00,8.9
CENSUS,2017,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",AREA OPERATED,AREA OPERATED: (140 TO 179 ACRES),8616119.00,8.2
CENSUS,2017,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",AREA OPERATED,AREA OPERATED: (180 TO 219 ACRES),8032467.00,7.8
CENSUS,2017,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",AREA OPERATED,"AREA OPERATED: (2,000 OR MORE ACRES)",211847577.00,5.1
CENSUS,2017,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",AREA OPERATED,AREA OPERATED: (220 TO 259 ACRES),8324574.00,8.7
CENSUS,2017,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",AREA OPERATED,AREA OPERATED: (260 TO 499 ACRES),52064094.00,6.9
CENSUS,2017,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",AREA OPERATED,AREA OPERATED: (50.0 TO 69.9 ACRES),1911802.00,15.5
CENSUS,2017,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",AREA OPERATED,AREA OPERATED: (500 TO 999 ACRES),119535295.00,4.7
CENSUS,2017,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",AREA OPERATED,AREA OPERATED: (70.0 TO 99.9 ACRES),4941536.00,11.5
CENSUS,2017,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",ECONOMIC CLASS,"ECONOMIC CLASS: (1,000 TO 2,499 $)",275651.00,33.3
CENSUS,2017,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",ECONOMIC CLASS,"ECONOMIC CLASS: (1,000,000 OR MORE $)",265233171.00,4.8
CENSUS,2017,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",ECONOMIC CLASS,"ECONOMIC CLASS: (10,000 TO 24,999 $)",4054813.00,13.1
CENSUS,2017,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",ECONOMIC CLASS,"ECONOMIC CLASS: (100,000 TO 249,999 $)",57866098.00,6.3
CENSUS,2017,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",ECONOMIC CLASS,"ECONOMIC CLASS: (2,500 TO 4,999 $)",451342.00,13.4
CENSUS,2017,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",ECONOMIC CLASS,"ECONOMIC CLASS: (25,000 TO 49,999 $)",7397083.00,7.4
CENSUS,2017,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",ECONOMIC CLASS,"ECONOMIC CLASS: (250,000 TO 499,999 $)",96860241.00,5.4
CENSUS,2017,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",ECONOMIC CLASS,"ECONOMIC CLASS: (5,000 TO 9,999 $)",1312317.00,13.4
CENSUS,2017,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",ECONOMIC CLASS,"ECONOMIC CLASS: (50,000 TO 99,999 $)",18038730.00,4
CENSUS,2017,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",ECONOMIC CLASS,"ECONOMIC CLASS: (500,000 TO 999,999 $)",148259505.00,2.5
CENSUS,2017,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",ECONOMIC CLASS,"ECONOMIC CLASS: (LESS THAN 1,000 $)",159524.00,32.9
CENSUS,2017,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",FARM SALES,"FARM SALES: (1,000 TO 2,499 $)",129699.00,43.8
CENSUS,2017,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",FARM SALES,"FARM SALES: (1,000,000 OR MORE $)",259617617.00,5
CENSUS,2017,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",FARM SALES,"FARM SALES: (10,000 TO 24,999 $)",3929857.00,11.7
CENSUS,2017,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",FARM SALES,"FARM SALES: (100,000 TO 249,999 $)",59506811.00,6.2
CENSUS,2017,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",FARM SALES,"FARM SALES: (2,500 TO 4,999 $)",428699.00,19.5
CENSUS,2017,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",FARM SALES,"FARM SALES: (25,000 TO 49,999 $)",7728227.00,6.9
CENSUS,2017,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",FARM SALES,"FARM SALES: (250,000 TO 499,999 $)",100035235.00,5
CENSUS,2017,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",FARM SALES,"FARM SALES: (5,000 TO 9,999 $)",1262821.00,10.8
CENSUS,2017,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",FARM SALES,"FARM SALES: (50,000 TO 99,999 $)",18511845.00,4.1
CENSUS,2017,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",FARM SALES,"FARM SALES: (500,000 TO 999,999 $)",147515178.00,2.5
CENSUS,2017,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",FARM SALES,"FARM SALES: (LESS THAN 1,000 $)",1242486.00,17.9
CENSUS,2017,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1111),580515758.00,2.8
CENSUS,2017,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1112),723630.00,1.4
CENSUS,2017,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1113),27321.00,10.9
CENSUS,2017,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1114),278153.00,10.2
CENSUS,2017,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1119),826720.00,11.9
CENSUS,2017,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11193 & 11194 & 11199),826720.00,11.9
CENSUS,2017,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (112111),2095296.00,17.4
CENSUS,2017,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (112112),2103257.00,11.7
CENSUS,2017,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11212),3033072.00,9.2
CENSUS,2017,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1122),9100649.00,6.3
CENSUS,2017,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1123),203134.00,4.2
CENSUS,2017,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1124),31100.00,(H)
CENSUS,2017,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1125 & 1129),970385.00,22.5
CENSUS,2017,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,599908475.00,2.7
CENSUS,2017,YEAR,,STATE,INDIANA,18,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",116654628.00,6.5
CENSUS,2017,YEAR,,STATE,INDIANA,18,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",AREA HARVESTED,"AREA HARVESTED: (1,000 TO 1,999 ACRES)",79049381.00,8.5
CENSUS,2017,YEAR,,STATE,INDIANA,18,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",AREA HARVESTED,AREA HARVESTED: (1.0 TO 14.9 ACRES),874261.00,16.8
CENSUS,2017,YEAR,,STATE,INDIANA,18,,,,,,,0,,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),38421360.00,5
